standing dumbbell press,shoulders,superiores
standing dumbbell reverse curl,biceps,superiores
standing dumbbell straight-arm front delt raise above head,shoulders,superiores
standing dumbbell triceps extension,triceps,superiores
standing dumbbell upright row,traps,superiores
standing elevated quad stretch,quadriceps,inferiores
standing front barbell raise over head,shoulders,superiores
standing gastrocnemius calf stretch,calves,inferiores
standing hamstring and calf stretch,hamstrings,inferiores
standing hip circles,abductors,inferiores
standing hip flexors,quadriceps,inferiores
standing inner-biceps curl,biceps,superiores
standing lateral stretch,abdominals,abdomen
standing leg curl,hamstrings,inferiores
standing long jump,quadriceps,inferiores
standing low-pulley deltoid raise,shoulders,superiores
standing low-pulley one-arm triceps extension,triceps,superiores
standing military press,shoulders,superiores
standing olympic plate hand squeeze,forearms,superiores
standing one-arm cable curl,biceps,superiores
standing one-arm dumbbell curl over incline bench,biceps,superiores
standing one-arm dumbbell triceps extension,triceps,superiores
standing overhead barbell triceps extension,triceps,superiores
standing palm-in one-arm dumbbell press,shoulders,superiores
standing palms-in dumbbell press,shoulders,superiores
standing palms-up barbell behind the back wrist curl,forearms,superiores
standing pelvic tilt,lower back,abdomen
standing rope crunch,abdominals,abdomen
standing soleus and achilles stretch,calves,inferiores
standing toe touches,hamstrings,inferiores
standing towel triceps extension,triceps,superiores
standing two-arm overhead throw,shoulders,superiores
star jump,quadriceps,inferiores
step mill,quadriceps,inferiores
step-up with knee raise,glutes,inferiores
stiff leg barbell good morning,lower back,abdomen
stiff-legged barbell deadlift,hamstrings,inferiores
stiff-legged dumbbell deadlift,hamstrings,inferiores
stomach vacuum,abdominals,abdomen
straight bar bench mid rows,middle back,superiores
straight raises on incline bench,shoulders,superiores
straight-arm dumbbell pullover,chest,superiores
straight-arm pulldown,lats,superiores
stride jump crossover,quadriceps,inferiores
sumo deadlift,hamstrings,inferiores
sumo deadlift with bands,hamstrings,inferiores
sumo deadlift with chains,hamstrings,inferiores
superman,lower back,abdomen
supine chest throw,triceps,superiores
supine one-arm overhead throw,abdominals,abdomen
supine two-arm overhead throw,abdominals,abdomen
suspended push-up,chest,superiores
suspended reverse crunch,abdominals,abdomen
suspended row,middle back,superiores
suspended split squat,quadriceps,inferiores
t-bar row with handle,middle back,superiores
tate press,triceps,superiores
the straddle,hamstrings,inferiores
thigh abductor,abductors,inferiores
thigh adductor,adductors,inferiores
tire flip,quadriceps,inferiores
toe touchers,abdominals,abdomen
torso rotation,abdominals,abdomen
trail running/walking,quadriceps,inferiores
trap bar deadlift,quadriceps,inferiores
tricep dumbbell kickback,triceps,superiores
tricep side stretch,triceps,superiores
triceps overhead extension with rope,triceps,superiores
triceps pushdown,triceps,superiores
triceps pushdown - rope attachment,triceps,superiores
triceps pushdown - v-bar attachment,triceps,superiores
triceps stretch,triceps,superiores
tuck crunch,abdominals,abdomen
two-arm dumbbell preacher curl,biceps,superiores
two-arm kettlebell clean,shoulders,superiores
two-arm kettlebell jerk,shoulders,superiores
two-arm kettlebell military press,shoulders,superiores
two-arm kettlebell row,middle back,superiores
underhand cable pulldowns,lats,superiores
upper back stretch,middle back,superiores
upper back-leg grab,hamstrings,inferiores
upright barbell row,shoulders,superiores
upright cable row,traps,superiores
upright row - with bands,traps,superiores
upward stretch,shoulders,superiores
v-bar pulldown,lats,superiores
v-bar pullup,lats,superiores
vertical swing,hamstrings,inferiores
walking treadmill,quadriceps,inferiores
weighted ball hyperextension,lower back,abdomen
weighted ball side bend,abdominals,abdomen
weighted bench dip,triceps,superiores
weighted crunches,abdominals,abdomen
weighted jump squat,quadriceps,inferiores
weighted pull ups,lats,superiores
weighted sissy squat,quadriceps,inferiores
weighted sit-ups - with bands,abdominals,abdomen
weighted squat,quadriceps,inferiores
wide stance barbell squat,quadriceps,inferiores
wide stance stiff legs,hamstrings,inferiores
wide-grip barbell bench press,chest,superiores
wide-grip decline barbell bench press,chest,superiores
wide-grip decline barbell pullover,chest,superiores
wide-grip lat pulldown,lats,superiores
wide-grip pulldown behind the neck,lats,superiores
wide-grip rear pull-up,lats,superiores
wide-grip standing barbell curl,biceps,superiores
wind sprints,abdominals,abdomen
windmills,abductors,inferiores
world's greatest stretch,hamstrings,inferiores
wrist circles,forearms,superiores
wrist roller,forearms,superiores
wrist rotations with straight bar,forearms,superiores
yoke walk,quadriceps,inferiores
zercher squats,quadriceps,inferiores
zottman curl,biceps,superiores
zottman preacher curl,biceps,superiores
